2906;Josi Moitinho Kuringen;Cia Bras Bebidas * Curitiba ;Travessa Dair Parizotto Marques, 46;R¿ssia;4655;0;I;
2907;Uilia Ulguim Dattein;Ordene S/A;Avenida Jhony Emanuel Weber, 6915;null;4070;0;A;
2908;Adelmar Magda Hendges;Charge Back Sorocred;null;Rom¿nia;207;61855928;A;
2909;Vital Gomes Schapuis;Gran Padania Brasil Lt;Pra¿a Jandarc S.Dos Froehlich, 9812;null;3868;88776318;I;
2910;Gerfson Vigne Konig;Coml Nutriminas Ltda;Avenida Aderban Binsfeld Aranha, 12;null;3118;35188559;A;
2911;Joebsson Drumond Robaldo;Mazzini Prod Infantis Ltda;Passagem Vandir Aninat Motta, 9581 ;null;1034;44903746;I;
2912;Vanacio Madrieski Heinsohn;Lidice Brinquedos Ltda;Rua Meuri Cirino Remedi, 4451 - Blo;Mal¿sia;1357;57549268;A;
2913;Gilmaria Lucidalva Model;Carlos Martins Oliveira ;null;null;2119;16118916;A;
2914;Claudiene M. da Mittelstadt;Topz Ind Com Cosmeticos Ltda;Avenida Dilceu Gilberto Conrad, 306;Fiji;2359;57652648;A;
2915;Neuraildes Canci Soine;Industria Alim Pata Negra ;Rua Quene Goveia Dentz, 248;Chade;4307;0;I;
2916;Alecssandra Suely Rhoden;Fabio Ricardo Pereira E Outros;Rua Gearl Jose Boa, 6560 - Apartame;null;1698;76939282;I;
2917;Cacia Arcildo Tizato;Animi Gestao Tecn Inform Lt ;Passagem Ismaria Cesar Lorscheitter;Nig¿ria;1046;30068225;A;
2918;Aleandes Joseli Wieczoreki;Hp Instaladora Desentupidora L;Avenida Justino Alessandro Goulart,;Polin¿sia Francesa;3733;98854694;I;
2919;Jozemar Klering Mossmann;Citroeste Com Frutas Ltda ;Travessa Daria Danetti Vostal, 9815;Arm¿nia;1692;15282617;A;
2920;Davi Tomas Clemente;Valeria Segantin Oliveira ;null;null;1871;66990674;I;
2921;Jorlando Lorena Piovesano;Bigfoot Breweries;Alameda Gleydson Eluciene Ambrozi, ;Israel;1007;5088408;I;
2922;Adelar Flory Rozo;Priscila Ferreira ;Travessa Jesseane Vanderli Dreger, ;null;1210;46109331;I;
2923;Ivanisa Elise Kinast;Bom Alho Com Hort Ltda;Alameda Adenio Levi Hilgert, 7020;Palau;1568;22788917;I;
2924;Evonilson Felber Brescovit;Sudambeef Ind Com Imp Exp Ltda;Beco Izalino Mazurkevicz Gaviao, 59;null;2546;88602645;A;
2925;Aureo Picaz Sander;Camila Ribeiro Trindade ;Avenida Remulo Marisangela Bruxel, ;null;1972;36370403;I;
2926;Beatris Fidelis Daros;Alandrinei Aparecido Silva;Avenida Ronival Odirlei Sell, 7558 ;Latvia;3442;97912084;A;
2927;Aurilio Veroni Siebel;Jiever Do Brasil P Ltda ;Estrada Daliane Rosamelia Bergentha;Guiana Francesa;303;32844094;I;
2928;Gildeir Cecatto Somonet;Jose Alfo Carrera ;null;Papua-nova Guin¿;592;44758378;A;
2929;Eneas Adelir Guerras;Fernando Rossini Menezes;Estrada Terony Marquiel Tech, 9348 ;bot¿o;2150;96056657;A;
2930;Zarzul O. de S.Fonseca;Waytec Tecn Comunic Ltda;Estrada Liege Iandra Coutinho, 1920;Brunei;4529;67842684;A;
2931;Dalerio Marco Derschsler;Casa Alho Roxo Ltda ;Travessa Crisleide Marcos Jochins, ;Fiji;1627;53925888;A;
2932;Ednilson Cleci Peters;Mns Coop Agric Pilar Do Sul ;Rua Jacks Knecht Perera, 1055;Eritr¿ia;4063;0;A;
2933;Josevanio Rovana Gall;Sergio Canto Gurgel ;Beco Oberland Simont Chicatte, 6533;Alemanha;340;50122953;I;
358;Cladis Volmir Maria;Milana Indl Coml Bras San Ltda;Rua Jordaenes Diehl Leseux, 4297;Arm¿nia;3720;66425800;A;
359;Verusa Cecato Modesto;Aesso Assessoria E Consultor;Pra¿a Aladir Q.Dalpiaz Babetzki, 70;Canad¿;2838;34371163;A;
360;Danillo Lernen Bonneberger;Dm Kikote Me;null;null;651;15378636;I;
2006;Rosylane Vorlei Guzen;Costa Filho Com Servs Ltda;Beco Silvandra Rosemar Kortz, 9741 ;Uganda;2008;84043830;I;
2007;Andre Branco Contreira;Joao Canuto Machado ;Rua Mario Vilanova Parodi, 1861 - C;null;2922;0;I;
2008;Deijane Cenci Marmitt;Miguel Antonio P F Parafusos;Rua Enir Richard Zander, 2537;Mal¿sia;884;85269190;A;
2009;Nathaly Eudes Queiroz;Choice Bag Coml Ltda;Beco Lizane Rego Benigno, 1444;Jamaica;2241;26124417;A;
2010;Joraci C.Rodrigues Cherubini;Neriston Francisco De Souza ;null;Nova Caled¿nia;2158;91940823;A;
2011;Eronides Gervasio Frozza;Multifrio Com Refrigeracao Lt ;Pra¿a Zelbeni Ortis Scotta, 2742;Senegal;1115;53249872;A;
2012;Adriano Lernen Gayger;Eagle Brasil Com Est S/A;null;Malta;1698;0;A;
2013;Herlan Valderi Dahmer;Carla Daniele Eugenio ;Beco Meriane Beise Solio, 2773 - Ap;S¿ria;4046;0;I;
2014;Gicelma Spagnol Morbach;Cema Central Mineira Atac Lt;Passagem Edicelia Werno Birkhann, 1;Eslov¿quia;2070;6497094;I;
2015;Elizeu Alex Gruner;Otma Riva Veic Ltda ;Avenida Karoline Ferrari Arvalino, ;Litu¿nia;1653;0;I;
2016;Rivan Queiroz Leidemer;Daniella T I L Miranda;null;Malaui;484;0;A;
2017;Helena Fulber Valentim;Casadoce Ind Com Alims Ltda ;Beco Rozineti Panzenhagen Diaz, 178;Congo;4322;0;I;
3018;Atilla Clarine Maceda;Ricardo Matarazzo Cargas Ltda ;Travessa Wender Vitor Priano, 8872;Rep. Dominicana;3791;0;A;
3019;Josilene Eleor Valadao;Banco Bmg Sa;null;St. Kitts & Nevis;3336;48966357;I;
3020;Auxiliadora Vilnei Benedetti;Camaleao Grafica E Editora L;null;null;2730;0;I;
3021;Pabulo Andriano Pisoni;Olvebra Indl Ltda ;Avenida Rejania Odalgir Fisch, 8498;null;4418;84601680;A;
3022;Murillo Valdei Barauna;Its Int Trans Serv Serv Ss Lt ;Travessa Laudicelia Rosaura Buboltz;Qatar;1316;0;I;
3023;Giclei Ediane Cornely;Aparecido O Zangalli E Outros ;Rua Anselma Marlisa Glits, 6913 - A;null;3529;84683004;I;
3024;Denicius Bastiao Geraldo;Jose Valdir Da Silva;Travessa Queiti Macemino Klimck, 83;Nig¿ria;2063;61350354;A;
3025;Saiaque Vieira Silva;Cryovac Brasil Ltda ;null;Uganda;3312;83754990;A;
3026;Edimicio U. Silva Deoliveira;Adega Casa De Madeira Ltda;null;Montserrat;2114;0;A;
3027;Italo Carmelinda Selbach;Metaltintas Com De Tintas Ltda;null;Indon¿sia;2668;88158165;A;
3028;Zeilton Alisson Gazzola;Sao Mateus Frig Indl Ltda ;null;Angola;4254;0;A;
3029;Lizandro Katiuza Marian;Lidice Brinquedos Ltda;Alameda Suerlane Medes Visintainer,;Nig¿ria;4168;10192404;I;
3030;Josadack Vercedino Valandro;Bella Joias Com Ltda;null;China;4487;8415058;I;
3031;Celine Hinchinck Jochins;Jorge Oliveira Fonseca;Rua Leno Branco Schmidt, 9634 - Apa;Jamaica;1784;88092931;I;
3032;Edelzuita Elisangela Belmiro;O Palhao Artesanatos Ltda ;Pra¿a Liceu Laurentino Ambrosio, 94;null;636;0;I;
3033;Giovane Bergmann Waszilewski;Limiar Ind Com Alim Ltda;null;Z¿mbia;1294;65121016;I;
3034;Aci Ventura Claudio;Bottone Moda Conf Ltda;Avenida Geonilson Ronnau Tomasi, 99;Arm¿nia;3691;18703306;I;
3035;Januario Isabete Granvilli;Empr Bras Fermento Ltda ;Passagem Marconis Deomar Bem, 6545 ;null;63;34816539;A;
3036;Wilhan Miiller Gottfried;Campagner De Barros Eventos ;Rua Gidalva Pocidonio Zuch, 9246 - ;null;2159;42854163;A;
3037;Dejanira Soller Finger;Avlis Haws Do Brasil Ltda ;null;St. Kitts & Nevis;1919;3879380;A;
3038;Joeslei Maruan Francisco;Sc Transportes Ltda ;null;null;1173;92148248;A;
3039;Aparecida Remedi Rosmanini;Montele Ind M C Elevadores;Beco Ideilson Ronivaldo Germano, 17;null;1262;20856240;I;
3040;Miria Valmocir Greco;Usaferro Dist Ferro Aco Ltda;Estrada Marcelicio Silnei Favaretto;Litu¿nia;2329;0;A;
3041;Elizerto Jairo Vaske;Velarte Prods Artisticos Ltda ;Estrada Renata Moscato Bottoni, 307;Rom¿nia;3685;85573971;I;
3042;Shoiti Bronzoni Dona;Ibn Jamil Com Ind Ltda;Rua Isaqueu Wilians Hentges, 4959;null;3209;40939258;I;
3043;Edvanda Rohrig Matzembacher;Linck Agroindustrial Ltda ;null;Uganda;3872;65195053;A;
3044;Prudencio Ferdinand R.Carvalho;Eduardo Schvartzburd;Rua Altais Aldoir Vergulho, 4369;Haiti;2578;0;A;
3045;Pleber G. de Sebulsque;Transtwister Transp Carg Ltd;null;null;615;0;I;
3046;Rufino Rosicleia Kossmann;Marilene O De Paula Arruda;Alameda Estela Flora Josefiaki, 850;Gibraltar;302;22034180;I;
3047;Sabina Roberto Cezario;Beatriz Castanho Barbosa;Pra¿a Regene Bidu Purcino, 6897 - A;null;896;75490037;I;
3048;Agno W Klippel;Timex Do Brasil Com Ind Ltda;Rua Evaldina Valdei Maldaner, 7940 ;Andorra;72;27834535;A;
3049;Ebenesio Odilon Utz;Carvoaria Piquery Ltda;Avenida Pierre Molter Schoenardie, ;EUA;3125;7922861;A;
3050;Jordaenes Werle Herrmann;Aceco Ti Ltda ;Estrada Doroti Dalsatto Dias, 223;Qatar;3342;72528931;A;
3051;Josceane Eckardt Priebe;Postes Elettel Com P Serv Ltda;null;null;828;0;A;
3052;M¿rio Alvanes Valenca;Refrigerarte Coml Serv R Ltda ;null;Niger;839;0;A;
3053;Aldri Rumpel Lovatto;High Tech Ind Com Ltda;Avenida Onesio C. Palma, 6172 - Apt;Indon¿sia;1882;0;A;
3054;Glecio Vania Richter;Frutasa Beb Alims Ltda;null;Chile;4624;0;I;
3055;Roque B.Da Lenharo;Agro Coml Brasz Cubas Ltda;Alameda Astor Adeli Schimmelpfenig,;EUA;4241;55534077;A;
3056;Zenisio Natalia Bickel;Sociedade Bebidas Serrana Ltda;Rua Daniele Edmar Inhaia, 9118;It¿lia;4061;0;A;
3057;Arielle Pinho Soledade;Chiang Prod Alim Ltda ;Travessa Noelisa Negreiros Nogarra,;Mal¿sia;1179;23950596;A;
3058;Neovair Corneao Altieri;Tipografia Bacacheri Ltda ;Pra¿a Magmo Loivo Tomasi, 2541 - Lo;Guiana;1767;30297172;A;
3059;Eriton Claudyr Siebel;Tathiana Pitaluga M Castro;null;Marrocos;1500;53503313;I;
3060;Edileide Belles Bergozza;Araturkey Foods Ind Com Alim L;Pra¿a Poliana Alesandro Turatti, 95;Uganda;164;0;I;
3061;Irismar Vianei Sutel;Tramontina Belem S/A;Pra¿a Adenio Carlos Amaral, 5411;Mali;4594;80889379;A;
3062;Djenes F.Machado Frank;Consorcio Ocp - Tudo;null;null;3828;0;I;
3063;Iracema Gizele Comassetto;Strips Brasil Mp Exp P A F Ltd;null;Ruanda;4068;83798688;A;
3064;Altamiro Teles Sant'Ana;Cia Brasil De Laticinios;null;null;389;67568135;I;
3065;Claudionara Lins Diogo;Sightgps Imp Repres Ltda;null;Qu¿nia;285;78506694;I;
3066;Ledson Anita Nicacio;Silvestre Stivanello;null;Canad¿;1163;69367176;A;
3067;Glenio Justino Backes;Sebastiao Correa Leite;null;null;3127;27558043;I;
3068;Enice Tardet Pujol;Multi Line Coml Ltda;null;Nig¿ria;1991;0;A;
3069;Diamantina Cleide Braun;Manikraft Guaianazes Icp Ltda ;null;Guam;2612;0;A;
3070;Cristine Silvestre Becker;Hotel Bourbon Curitiba Ltda ;Alameda Valmar Graminho Blazina, 54;Ucr¿nia;2414;0;I;
3071;Dulcineide Egildo Flor;Thalita Rincon Martins;Avenida Equidio Temoteo Doria, 1051;null;4418;29124048;I;
3072;Galeno Stos.Cavalcante Favaretto;Lawt Frios Pizzas Ltda;null;Eti¿pia;184;0;I;
3073;Clodomir L.Rodrigues Engers;Nove Organiza¿+o Eventos Ltda ;Beco Sidemar Vera Carpenedo, 3051 -;Peru;165;0;A;
3074;Clebiane Sirnei Boniatti;Carlos Ray V Tellez ;null;Finl¿ndia;355;16876877;A;
3075;Ismaik Ronaldo Washburger;Trip Cat Com Repres Lt;Travessa Naian Seibel Esquiavao, 47;Col¿mbia;4548;62723621;A;
3076;Leotanea Valle Guerreiro;Apatex Conf Com Roupas Lt ;Avenida Vanir Zanella Sepulvida, 16;Saipan;921;43045139;A;
3885;Gilderlane Nunes Fagondes;J Munhoz & Cia Ltda ;Beco Adagilson Fran¿da Bordinhao, 4;Sud¿o;1998;0;A;
3886;Elveti Rodreigues Lopes;Melcom I C Internacional Ltda ;Alameda Timotio Vidal Minosso, 6373;Ilhas Virgens (brit.);989;46869844;A;
576;Evani Zanine Brusckchen;Mirella Braga De Castro Chaves;Passagem Gilmarion Nilton Camelo, 9;null;3445;31588433;I;
1585;Vamberto Dailor Q.Dalpiaz;Trevo Dist Ferro Ligas Met Lt ;Estrada Sileide Baiotto Wissmann, 1;Bangladesh;420;27678246;A;
1586;Alcindo Boeira Bratz;Tango Musica E Instrumentos ;Alameda Jacira Roberto Waszilweski,;Arm¿nia;4591;0;I;
1587;Leuda Gracas Baldin;Intermares Marketing Int I E L;Rua Meridiana Santo Neres, 6266 - A;null;3259;10840609;A;
1588;Alaecia Rivoar Metzger;Fokus Logistica Ltda;null;null;2495;0;A;
1589;Jecilda Gracioli Vergulho;Polly Com Plasticos Ltda;Avenida Aedma Daliane Ries, 1089;null;827;88189376;A;
1590;Deivy V. Pedroso Molina;Santa Clara Com Vinhos Ltda ;null;Om¿;1035;67122199;A;
1591;Ibanes Lauri Ruaro;Latic Bela Vista Ltda ;null;Montserrat;3160;27215481;A;
1592;Alaecio Eugenia Zanqueta;Claudia Isse Korek;Beco Uclesio Jung Haupt, 2544 - Cas;null;3237;41595219;I;
1593;Joseclea Leodoro Brizolla;Laticinios Sarandi Ltda ;Pra¿a Sandra Anita Chalmerens, 5235;Ruanda;775;0;A;
1594;Adelcio Solano Camargo.;Refrigerantes Maraja S/A;Estrada Regiane Shieldes J¿nior, 27;null;1584;47677194;I;
1595;Helena Lila Knecht;Valle Fortte Com G Alim Ltda;Estrada Marilza Bidu Maidana, 5440 ;Nig¿ria;1949;76919323;I;
1596;Edimon Rosmari Moreira;Garantia Ind Com Alim Ltda;Passagem J¿lia Gisele Matte, 2076;bot¿o;1862;0;A;
1597;Alciane Rudinei Bonette;Nissin Ajinomoto Alim Ltda;Pra¿a Ermivaldo Lucimaria Toledo, 6;Nova Zel¿ndia;975;17568748;A;
1598;Salvador Leiliane Camilo;Gleide Silveira Nolasco Sant;null;Vietn¿;2130;82075718;I;
1599;Jocelei Cangussu Gaviao;Distr Record Serv Imprensa S/A;Alameda Liberalino Kotcheski Fuhr, ;St. L¿cia;894;75846958;A;
1600;Denisete Netz Kruel;Somacred Fomento Merc Lt;Passagem Wilio Piloto S.Machado, 66;B¿lgica;631;95941043;I;
1601;Dorilene Marluce Henkel;Lencos Presidente S/A Ind Com ;Pra¿a Valmon Celestina Priebe, 7836;EUA;4173;16526664;A;
1602;Lourena R.Hanauer Loiola;Donyngton Distrib Com Ltda;Alameda Noerci S.Albuquerq Pomereni;Rep. Tcheca;4250;47606824;A;
1603;Edenir Milani Allgayer;Ernesto Milanese Filho;null;null;984;50385028;A;
1604;Regilmar Galdino Menchik;Sergio De A Sanchez ;Estrada Abilene Nerike Cerqueira, 1;Trinidad & Tobago;1443;52571323;A;
1605;Aureslande Souto Peloso;Sandra Regina Bello ;Rua Jicelma Vanuza Mapelli, 8016;Anguilla;905;0;A;
1606;Uemerson Isamar Trombetta;Serraria Bom Corte Ltda ;Beco Elenara Janeli Dias, 7035;Ilhas Turks & Caicos;2697;39817132;I;
1607;Benivaldo L. do Contreira;Perdigao Agroind Sa Despesa Rh;Estrada Helania Amauricio Grings, 1;Andorra;478;59615463;A;
1608;Flaviano Aymai Hammacher;Fabr Papel Sta Therezinha S/A ;null;null;186;16714283;A;
1609;Pascoal Goldchmidt Naue;Eduardo Yutaka Yamada Epp ;Alameda Micheli Olivo Masera, 3175 ;null;3953;77820855;A;
1610;Jolinson Morena Antich;Al Fem Alimentos Ltda Me;null;Cazaquist¿o;3885;76094729;A;
1611;Stenio Beckmann Lahn;Oficina De Imagens Ltda ;Travessa Dernevaldo Guimares Tolfo,;Camar¿es;172;18384925;I;
1612;Elisnara Palmeira Bortolotti;Formaq Assist Tecnica Ltda;Estrada Antonez Jeferson Ostermann,;Nicar¿gua;157;0;A;
1613;Cledi Ferreira Valentini;Donadao Nunes Cons Assoc S/C L;Rua Zelbeni P. da Dalmas, 148;Liechtenstein;2365;39521327;A;
1614;Elinete Edmundo Brocker;Totvs Bmi Cons Sa ;null;null;2703;44563690;I;
1615;Ironilda Mariangela Saul;Newlux Ind Com Ltda ;null;Gana;4181;0;I;
1616;Lealcindo Knierin Simoes;Ind Com Gelo Ltda ;Beco Jerlane Constante Rossetto, 44;null;3489;0;I;
1617;Gleisson Nascimento Bandeira;Organica I C P Naturais Ltda;Travessa Eliege Kohl Luduvice, 4296;null;259;0;A;
1618;Marilane Pioly Escher;Ind Com Cons Ubatuba Ltda ;Pra¿a Guteagle Tissot Paifer, 2466;Ilhas Cayman;447;0;A;
1619;Marialva Gilberto Rabelo;Dnra Brasil Agencia M F Ltda;null;null;3137;0;A;
1620;Erita Mota Nasr;Laborgraf Artes Graficas Ltda ;null;Gana;1091;0;A;
1621;Noilda Vanessa Berlitz;Leguiff Ind Com Ltda;null;null;3333;0;I;
1622;Genira Santino Wasem;Casa Amelia Prods L Ltda Me ;Rua Jocimaria Kasper Coffi, 6115;Jamaica;3850;29591117;I;
1623;Anibaldo Odone Sampaio;Joao Carlos Gomes Brasil Me ;Pra¿a Dinaete Clever Messer, 4513;null;4340;41227362;I;
1624;Jauri Andrade Kinzel;Juliana De Morais Costa ;null;null;3754;82445404;I;
1625;Natal Godinho Linn;Prime Work Sist Serv Ltda ;Rua Josivane Limeira Gaieski, 7217;Togo;3143;41232430;A;
1626;Sislei Adenilza Vasconcellos;Refrig Canavezi Ltda;null;null;2872;64105247;A;
1627;Neilda O.Pacheco Heberle;Refrigerantes Arco Iris Lt;Pra¿a Uelbens Ivanes Jungthon, 4862;Niger;1456;42888735;A;
1628;Lucilana Eleor Valstrich;Fruti Plasticos Ltda;Travessa Elieuda Kotcheski Bonato, ;null;3602;0;I;
1629;Edine Rudimara Bassani;Uniterse Empresarial Ltda ;Pra¿a Aldenice Sergio Metzger, 5337;Guadalupe;1669;0;A;
1630;Glecio Itor Hammes;Asirius Com Serv Em Ti Lt ;Travessa Valdivino Felizardo Leczyn;Ilhas Wallis e Futuna;3944;67970698;I;
1631;Susiane Labris Geiger;Tecmon Montagens Tec Ind Ltd;null;Zimb¿bue;1791;72390579;A;
1632;Fabiane Lucimar Koch;Nb Mix Alimentos Ltda ;Pra¿a Delmar Bonapaz Mertins, 7655;Seychelles;2057;42633339;A;
1633;Leno S.Ferreira Groth;Jose Rubens M Campos Advogados;Rua Cleonildes Rockenbach Rohsmann,;Guam;3683;56525598;I;
1634;Gerliel Legramanti Blos;Abano Rj Distribuidora Ltda ;Estrada Adenaildes Carelli Celestin;null;1920;7629552;A;
1635;Liris Rocha Noetzold;Harte Hanks Brasil C Serv Ltda;null;Tail¿ndia;681;45921474;A;
1636;Janeri Ottobeli Signori;Pepsico Do Brasil Ltda;null;null;141;0;A;
1637;Mayane Carmelia Nobrega;Lunamed Distr Prod Med Ltda ;Beco Rosaniateixeira Ambrosio Costa;Cazaquist¿o;2244;37911792;A;
1638;Aribaldo Cicero Nazaro;Jer Com Produtos Limpeza Ltda ;Alameda Micaelle Pratis Estorgato, ;Jap¿o;4211;1012845;A;
1639;Iolando Jordano Binello;Korin Com Art Tec Esp Lt;Beco Adilene Fernanda Rossetto, 102;Guin¿-bissau;3476;95022883;I;
1640;Adeilto Alinda Macedo;Monica Malewschik Me;Avenida Normelio Lilian Forneck, 11;null;1865;0;A;
1641;Lucimari Nairo Germann;Tisuco Watanabe Cia Lt-Exot Op;null;null;1893;18404127;A;
1642;Helci Schlowin Zitkoski;Alvarenga Com Ind Pesca Lt;Pra¿a Iraguacu Kolschne Sparremberg;Ilhas Cayman;7;19032996;A;
1643;Dejalmo Guerino Furtado;The Best Jard Servs Lt;Estrada Jilliard Aureo Schaeffer, 8;St. Vincent;1600;15066458;I;
1644;Rosali Izabel Resser;Z4 Selecao Executivos Ltda;Pra¿a Jucivalda Isamar Tifense, 745;Uruguai;3966;99761781;I;
1645;Heloysa Fritzen Nera;Cajuru Ind Com Alim Ltda;Pra¿a Albelane Moutinho Frozza, 911;Gibraltar;762;2430847;A;
1646;Vandreia Marce Terra;Color Concepts Ind C Emb Ltd;Estrada Anastacia Mara R.Junior, 45;null;51;0;I;
1647;Erinei Venancio Minotti;Ulisses Pereira Alencar Me;Avenida Soraide Acari Figueira, 357;Peru;3229;93519483;I;
1648;Noerci Ottobeli Varella;Ind Aluminios Eirilar Ltda;null;Aruba;1764;75966828;A;
1649;Ermilino Ilisandro Chaves;Maria Aparecida K Lopes ;Estrada Alzamira Beier Piva, 9059 -;null;292;0;A;
1650;Higor Burati Celistre;Condor Loc Monit Ltda ;Pra¿a Gervasio Joenilza Medeiros, 6;Venezuela;3080;14504893;A;
1651;Marize Tavares Schnitger;Pronatur Produtos Alimentic Lt;null;Antigua;595;4763619;I;
1652;Jaimir Albano Morandi;Mercado Distr Aguas P Pta Ltda;null;null;1623;0;I;
1653;Nadja Aymai Henn;Antonia Livia Pires Freitas ;Estrada Fabiana Leonel Wommer, 6178;null;341;0;I;
1288;Albertino F. Almeida Ferreira;Da Costa Com Pneus Lt ;Pra¿a Phellipe Indianara Schumacher;Granada;2440;0;A;
1289;Vandir Dioneia Constante;Empr Aguas Min Ondina Ltda;Passagem Rozineti Maiquel Gaieski, ;Guadalupe;3785;35403708;I;
2307;Rinaldo Coelho Fallavena;Remarca Reg M Patentes Ltda ;null;I¿men;387;0;I;
2308;Hernandes Gracieli Frozi;Tatiane Ferreira Justino Morai;null;Eti¿pia;4007;78742255;A;
2309;Ataide Locemar Fiorese;Eco Equipamentos Lt ;Rua Edizio Ildo Panichi, 9870;Madagascar;4432;83659144;I;
3382;Joel Jaelson Serqueira;Spral Soc Coml Prods Alim Ltda;Estrada Georgiane Blesa Mazzuchelo,;null;2164;0;A;
